StateWellNumber|County|Aquifer|Diameter|TopDepth|BottomDepth|CreatedDate|LastUpdateDate
0233604|Dallam|Ogallala|9|0|600|2016-07-14|2016-07-14
0233702|Dallam|Ogallala|25|0|363|2016-07-26|2016-07-26
0234810|Dallam|Rita Blanca|9.875|0|600|2016-07-26|2016-07-26
0235206|Dallam|Ogallala|12.25|0|270|2016-09-26|2016-09-26
0235404|Dallam|Ogallala|9|0|600|2016-07-27|2016-07-27
0235803|Dallam|Ogallala|9|0|600|2016-07-27|2016-07-27
0235901|Dallam|Rita Blanca|9|0|600|2016-07-27|2016-07-27
0236304|Dallam|Rita Blanca|9.875|0|560|2016-07-27|2016-07-27
0236903|Dallam|Ogallala|9|0|600|2016-07-27|2016-07-27
0239502|Dallam|Ogallala|9|0|540|2016-07-27|2016-07-27
0239703|Dallam|Dockum|9|0|540|2016-07-27|2016-07-27
0241305|Dallam|Ogallala|9|0|600|2016-07-27|2016-07-27
0246102|Dallam|Unassigned|9|0|520|2016-07-27|2016-07-27
0247403|Dallam|Unassigned|9|0|540|2016-07-27|2016-07-27
0248213|Sherman|Ogallala|9|0|465|2016-07-27|2016-07-27
0255105|Dallam|Unassigned|9|0|680|2016-07-27|2016-07-27
0259403|Hartley|Ogallala|9|0|555|2016-07-29|2016-07-29
0260302|Dallam|Ogallala|25|0|550|2016-07-29|2016-07-29
0260303|Dallam|Ogallala|9|0|560|2016-07-29|2016-07-29
0260502|Dallam|Ogallala|25|0|592|2016-07-29|2016-07-29
0260616|Dallam|Ogallala|24|0|551|2016-07-29|2016-07-29
0261804|Hartley|Ogallala|9|0|565|2016-07-29|2016-07-29
0264407|Moore|Ogallala|9|0|625|2016-07-29|2016-07-29
0335702|Sherman|Ogallala|9|0|535|2016-07-29|2016-07-29
0339603|Hansford|Ogallala|9|0|580|2016-07-29|2016-07-29
0341103|Sherman|Ogallala|9|0|470|2016-07-29|2016-07-29
0342903|Sherman|Ogallala|9|0|555|2016-07-29|2016-07-29
0352203|Hansford|Ogallala|9|0|510|2016-07-29|2016-07-29
0355203|Hansford|Ogallala|22|0|663|2016-09-26|2016-09-26
0358709|Moore|Ogallala|9.875|0|515|2016-07-29|2016-07-29
0359105|Sherman|Ogallala|9|0|475|2016-07-29|2016-07-29
0359301|Sherman|Ogallala|9|0|450|2016-07-29|2016-07-29
0439903|Lipscomb|Ogallala|9|0|460|2016-07-29|2016-07-29
0440103|Lipscomb|Ogallala|9|0|405|2016-07-29|2016-07-29
0441302|Ochiltree|Ogallala|9|0|515|2016-07-29|2016-07-29
0443701|Ochiltree|Ogallala|9|0|530|2016-07-29|2016-07-29
0448401|Lipscomb|Ogallala|9|0|360|2016-07-29|2016-07-29
0453801|Lipscomb|Unassigned|9|0|420|2016-07-29|2016-07-29
0454902|Lipscomb|Ogallala|9|0|530|2016-07-29|2016-07-29
0459402|Ochiltree|Ogallala|9|0|595|2016-07-29|2016-07-29
0460402|Ochiltree|Ogallala|6.25|0|437|2016-07-29|2016-07-29
0461702|Hemphill|Ogallala|9|0|290|2016-08-01|2016-08-01
0463502|Lipscomb|Ogallala|9|0|590|2016-08-01|2016-08-01
0505507|Hemphill|Ogallala|11|0|125|2017-04-17|2017-04-17
0506719|Hemphill|Ogallala|11.5|0|140|2016-08-01|2016-08-01
0509510|Roberts|Ogallala|9.875|0|635|2016-08-01|2016-08-01
0509605|Roberts|Ogallala|9|0|470|2016-08-01|2016-08-01
0510806|Roberts|Ogallala|20|0|760|2016-08-01|2016-08-01
0510808|Roberts|Ogallala|20|0|760|2016-08-01|2016-08-01
0514411|Hemphill|Unassigned|10.25|0|470|2017-12-29|2017-12-29
0514709|Hemphill|Ogallala|9.875|0|400|2017-04-17|2017-04-17
0514806|Hemphill|Ogallala|11.5|0|300|2017-12-29|2017-12-29
0514807|Hemphill|Ogallala|9|0|360|2017-12-29|2017-12-29
0515509|Hemphill|Ogallala|12.25|0|365|2016-08-01|2016-08-01
0516707|Hemphill|Ogallala|12.5|0|300|2016-08-01|2016-08-01
0517207|Roberts|Ogallala|9|0|420|2016-08-01|2016-08-01
0519411|Roberts|Ogallala|10.75|0|600|2016-08-01|2016-08-01
0520314|Hemphill|Ogallala|12.5|0|340|2016-08-01|2016-08-01
0521903|Hemphill|Ogallala|12.25|0|500|2017-04-17|2017-04-17
0523710|Hemphill|Ogallala|12.25|0|400|2016-06-16|2016-06-16
0526422|Gray|Ogallala|20|0|541|2016-08-01|2016-08-01
0528803|Gray|Ogallala|12.25|0|25|2016-08-01|2016-08-01
0528803|Gray|Ogallala|8.75|25|260|2016-08-01|2016-08-01
0531208|Wheeler|Ogallala|12.5|0|420|2016-08-01|2016-08-01
0532906|Wheeler|Ogallala/Other|12.25|0|85|2016-08-01|2016-08-01
0538513|Wheeler|Ogallala|22|0|108|2016-08-01|2016-08-01
0540910|Wheeler|Other|11.5|0|145|2016-08-01|2016-08-01
0541354|Gray|Ogallala|25|0|585|2016-08-01|2016-08-01
0541803|Gray|Ogallala|9|0|325|2016-08-01|2016-08-01
0550505|Donley|Ogallala|15|0|430|2017-04-20|2017-04-20
0552307|Wheeler|Ogallala|10|0|120|2016-08-18|2016-08-18
0553307|Wheeler|Ogallala|14.75|0|98|2016-08-01|2016-08-01
0556304|Wheeler|Blaine|9|0|67|2016-08-01|2016-08-01
0562618|Collingsworth|Blaine|10|0|20|2016-08-01|2016-08-01
0562618|Collingsworth|Blaine|8|20|120|2016-08-01|2016-08-01
0563407|Collingsworth|Blaine|25|0|10|2016-08-01|2016-08-01
0563407|Collingsworth|Blaine|20|10|120|2016-08-01|2016-08-01
0563407|Collingsworth|Blaine|14.75|130|150|2016-08-01|2016-08-01
0564105|Collingsworth|Blaine|25|0|201|2016-10-05|2016-10-05
0601117|Moore|Ogallala|9|0|625|2016-08-01|2016-08-01
0601315|Moore|Ogallala/Dockum|25|0|532|2016-08-01|2016-08-01
0603710|Moore|Ogallala|9|0|475|2016-08-01|2016-08-01
0616917|Roberts|Ogallala|28|0|642|2016-08-01|2016-08-01
0620903|Hutchinson|Ogallala/Dockum|9|0|420|2016-08-01|2016-08-01
0623703|Hutchinson|Ogallala|9|0|180|2016-08-01|2016-08-01
0635206|Potter|Ogallala|11|0|415|2016-08-01|2016-08-01
0635207|Potter|Ogallala|36|0|20|2016-08-01|2016-08-01
0635207|Potter|Ogallala|24|20|467|2016-08-01|2016-08-01
0635208|Potter|Ogallala|36|0|20|2016-08-01|2016-08-01
0635208|Potter|Ogallala|24|20|615|2016-08-01|2016-08-01
0635209|Potter|Ogallala|36|0|20|2016-08-01|2016-08-01
0635209|Potter|Ogallala|24|20|565|2016-08-01|2016-08-01
0635519|Potter|Ogallala|11|0|595|2016-08-01|2016-08-01
0635520|Potter|Ogallala|24|0|634|2016-08-01|2016-08-01
0635521|Potter|Ogallala|38|0|20|2016-08-01|2016-08-01
0635521|Potter|Ogallala|20|20|490|2016-08-01|2016-08-01
0635522|Potter|Ogallala|36|0|20|2016-08-01|2016-08-01
0635522|Potter|Ogallala|24|20|535|2016-08-01|2016-08-01
0635523|Potter|Ogallala|36|0|20|2016-08-01|2016-08-01
0635523|Potter|Ogallala|24|20|591|2016-08-01|2016-08-01
0635623|Potter|Ogallala|10|0|345|2016-08-01|2016-08-01
0635624|Potter|Ogallala|10|0|445|2016-08-01|2016-08-01
0635625|Potter|Ogallala|10|0|545|2016-08-01|2016-08-01
0635626|Potter|Ogallala|24|0|715|2016-08-01|2016-08-01
0635627|Potter|Ogallala|36|0|20|2016-08-01|2016-08-01
0635627|Potter|Ogallala|24|20|900|2016-08-01|2016-08-01
0635628|Potter|Ogallala|24|0|703|2016-08-01|2016-08-01
0635629|Potter|Ogallala|24|0|650|2016-08-01|2016-08-01
0635630|Potter|Ogallala|24|0|634|2016-08-01|2016-08-01
0635631|Potter|Ogallala|36|0|20|2016-08-01|2016-08-01
0635631|Potter|Ogallala|24|20|588|2016-08-01|2016-08-01
0635913|Potter|Ogallala/Dockum|36|0|20|2016-08-01|2016-08-01
0635913|Potter|Ogallala/Dockum|24|20|536|2016-08-01|2016-08-01
0635914|Potter|Ogallala/Dockum|24|0|658|2016-08-01|2016-08-01
0635915|Potter|Ogallala/Dockum|24|0|633|2016-08-01|2016-08-01
0635916|Potter|Ogallala/Dockum|24|0|675|2016-08-01|2016-08-01
0636405|Carson|Ogallala|11|0|618|2016-08-01|2016-08-01
0636406|Carson|Ogallala|36|0|20|2016-08-01|2016-08-01
0636406|Carson|Ogallala|24|20|660|2016-08-01|2016-08-01
0636407|Carson|Ogallala|24|0|680|2016-08-01|2016-08-01
0636715|Carson|Ogallala/Dockum|24|0|842|2016-08-01|2016-08-01
0636828|Carson|Ogallala|24|0|844|2016-08-01|2016-08-01
0637412|Carson|Ogallala|30|0|790|2016-08-01|2016-08-01
0637413|Carson|Ogallala|26|0|710|2016-08-01|2016-08-01
0637414|Carson|Ogallala|24|0|828|2016-08-01|2016-08-01
0642427|Potter|Dockum|9|0|320|2016-08-01|2016-08-01
0643306|Potter|Ogallala|36|0|20|2016-08-01|2016-08-01
0643306|Potter|Ogallala|24|20|714|2016-08-01|2016-08-01
0644221|Carson|Ogallala|30|0|275|2016-08-01|2016-08-01
0644221|Carson|Ogallala|22|275|780|2016-08-01|2016-08-01
0644321|Carson|Ogallala|25|0|755|2016-08-01|2016-08-01
0646109|Carson|Ogallala|24|0|720|2016-08-01|2016-08-01
0648804|Gray|Ogallala|25|0|601|2016-08-01|2016-08-01
0649513|Potter|Ogallala|16|0|270|2017-05-03|2017-05-03
0649719|Randall|Ogallala|20|0|283|2016-08-01|2016-08-01
0656526|Gray|Ogallala|25|0|542|2016-08-01|2016-08-01
0657613|Randall|Dockum|20|0|518|2016-08-01|2016-08-01
0663407|Armstrong|Ogallala|10|0|265|2016-08-01|2016-08-01
0701801|Hartley|Ogallala|4.5|0|340|2016-08-01|2016-08-01
0703101|Hartley|Ogallala|9|0|535|2016-08-01|2016-08-01
0707103|Hartley|Dockum|7.875|0|940|2016-08-01|2016-08-01
0707404|Hartley|Ogallala|9|0|605|2016-08-01|2016-08-01
0714502|Hartley|Ogallala|9|0|600|2016-08-01|2016-08-01
0715403|Hartley|Ogallala|9|0|655|2016-08-01|2016-08-01
0763211|Deaf Smith|Ogallala|20|0|296|2016-08-01|2016-08-01
0764822|Randall|Dockum|17.5|0|579|2016-08-01|2016-08-01
0764823|Randall|Dockum|17.5|0|614|2016-08-01|2016-08-01
0764824|Randall|Dockum|17.5|0|628|2016-08-01|2016-08-01
0764929|Randall|Dockum|17.5|0|604|2016-08-01|2016-08-01
0764930|Randall|Dockum|17.5|0|560|2016-08-01|2016-08-01
0764931|Randall|Dockum|17.5|0|557|2016-08-01|2016-08-01
0808602|Hartley|Ogallala|4.5|0|380|2016-08-01|2016-08-01
1013550|Deaf Smith|Ogallala|22|0|344|2016-09-16|2016-09-16
1027401|Parmer|Ogallala|18|0|457|2017-02-22|2017-02-22
1027402|Parmer|Ogallala|16|0|488|2017-02-22|2017-02-22
1037701|Castro|Ogallala|25|0|478|2016-09-16|2016-09-16
1038205|Castro|Ogallala|25|0|380|2016-09-16|2016-09-16
1045202|Castro|Ogallala|20|0|367|2017-05-25|2017-05-25
1045203|Castro|Ogallala|19|0|442|2016-09-16|2016-09-16
1045805|Lamb|Ogallala|15|0|217|2016-09-16|2016-09-16
1046202|Castro|Ogallala|17.5|0|341|2016-09-16|2016-09-16
1054303|Lamb|Ogallala|15|0|330|2016-09-16|2016-09-16
1060309|Lamb|Ogallala|24|0|218|2016-09-16|2016-09-16
1126808|Swisher|Dockum|22.5|0|930|2017-05-25|2017-05-25
1138728|Briscoe|Ogallala|18|0|180|2016-08-29|2016-08-29
1143419|Hale|Ogallala|16|0|270|2016-09-16|2016-09-16
1158415|Hale|Ogallala|24|0|330|2016-09-16|2016-09-16
1158416|Hale|Ogallala|24|0|325|2016-09-16|2016-09-16
1164701|Floyd|Ogallala|12.75|0|356|2016-08-30|2016-08-30
1201688|Donley|Ogallala|8.75|0|110|2016-09-16|2016-09-16
1202534|Donley|Ogallala|24|0|247|2016-09-16|2016-09-16
1202619|Donley|Ogallala|25|0|225|2016-09-16|2016-09-16
1202824|Donley|Ogallala|10.625|0|185|2016-09-16|2016-09-16
1202958|Donley|Ogallala|25|0|80|2016-09-19|2016-09-19
1202960|Donley|Ogallala|10|0|100|2016-09-19|2016-09-19
1203423|Donley|Ogallala|22|0|185|2016-09-19|2016-09-19
1203613|Donley|Ogallala|24|0|270|2016-09-19|2016-09-19
1204512|Donley|Ogallala|24|0|215|2016-09-19|2016-09-19
1205516|Collingsworth|Other|10|0|75|2016-09-19|2016-09-19
1207415|Collingsworth|Other|14.75|0|140|2016-09-19|2016-09-19
1207421|Collingsworth|Seymour/Blaine|14.75|0|138|2016-10-05|2016-10-05
1211118|Donley|Ogallala|9|0|165|2016-09-19|2016-09-19
1211225|Donley|Ogallala|16|0|165|2016-09-19|2016-09-19
1211312|Donley|Ogallala|10|0|160|2016-09-19|2016-09-19
1211607|Donley|Ogallala|9|0|223|2016-09-19|2016-09-19
1212114|Donley|Ogallala|9|0|220|2016-09-19|2016-09-19
1212819|Donley|Other|18|0|135|2016-09-19|2016-09-19
1216419|Collingsworth|Seymour/Blaine|20|0|155|2016-10-05|2016-10-05
1218813|Hall|Seymour|18|0|140|2016-10-05|2016-10-05
1220509|Hall|Seymour|12.25|0|200|2016-10-06|2016-10-06
1220716|Hall|Other|26|0|185|2016-09-19|2016-09-19
1220718|Hall|Seymour|22|0|100|2016-10-06|2016-10-06
1228114|Hall|Seymour/Blaine|22|0|112|2017-03-28|2017-03-28
1242419|Hall|Seymour|18|0|140|2016-10-07|2016-10-07
1333203|Hardeman|Blaine|8.5|0|100|2016-09-19|2016-09-19
1449826|Wichita|Seymour|20|0|42|2016-09-19|2016-09-19
1449827|Wichita|Seymour|20|0|19|2016-09-19|2016-09-19
1449828|Wichita|Seymour|20|0|18|2016-09-19|2016-09-19
1449829|Wichita|Seymour|20|0|19|2016-09-19|2016-09-19
1628902|Bowie|Nacatoch|4|0|200|2018-03-22|2018-03-22
1634602|Red River|Nacatoch|7|0|456|2018-03-13|2018-03-13
1635101|Bowie|Nacatoch|4|0|320|2018-03-22|2018-03-22
1635602|Bowie|Nacatoch|5.75|0|615|2018-03-22|2018-03-22
1643101|Bowie|Nacatoch|4|0|1200|2018-03-22|2018-03-22
1643302|Bowie|Carrizo-Wilcox|40|0|48|2017-04-19|2017-04-19
1645603|Bowie|Carrizo-Wilcox|4|0|180|2017-04-19|2017-04-19
1646602|Bowie|Carrizo-Wilcox|40|0|40|2017-04-19|2017-04-19
1653401|Cass|Carrizo-Wilcox|12.625|0|709|2017-05-03|2017-05-03
1653401|Cass|Carrizo-Wilcox|16|709|752|2017-05-03|2017-05-03
1653402|Cass|Carrizo-Wilcox|14.75|0|471|2017-05-03|2017-05-03
1653402|Cass|Carrizo-Wilcox|16|471|532|2017-05-03|2017-05-03
1654403|Cass|Carrizo-Wilcox|12|0|700|2017-04-19|2017-04-19
1655602|Cass|Queen City|40|0|65|2018-03-22|2018-03-22
1656716|Cass|Carrizo-Wilcox|6.25|0|300|2017-04-11|2017-04-11
1661202|Cass|Carrizo-Wilcox|14.75|0|735|2016-09-19|2016-09-19
1661202|Cass|Carrizo-Wilcox|18|735|835|2016-09-19|2016-09-19
1662403|Cass|Carrizo-Wilcox|12.625|0|521|2017-05-03|2017-05-03
1662403|Cass|Carrizo-Wilcox|16|521|603|2017-05-03|2017-05-03
1662403|Cass|Carrizo-Wilcox|7.875|603|610|2017-05-03|2017-05-03
1662704|Cass|Carrizo-Wilcox|14|0|500|2017-04-19|2017-04-19
1662704|Cass|Carrizo-Wilcox|24|500|786|2017-04-19|2017-04-19
1662705|Cass|Carrizo-Wilcox|9.875|0|771|2016-09-20|2016-09-20
1663904|Cass|Other|6.75|0|302|2018-03-22|2018-03-22
1711901|Lamar|Woodbine|7|0|50|2016-11-21|2016-11-21
1711901|Lamar|Woodbine|5.75|50|177|2016-11-21|2016-11-21
1715201|Red River|Woodbine|4|0|36|2018-03-13|2018-03-13
1721101|Lamar|Trinity|8.75|0|600|2018-02-08|2018-02-08
1721101|Lamar|Trinity|6.75|600|1650|2018-02-08|2018-02-08
1733504|Fannin|Trinity|18|0|3201|2016-09-13|2016-09-13
1744201|Hopkins|Other|6.5|0|298|2016-12-21|2016-12-21
1749315|Hunt|Nacatoch|5.625|0|300|2016-12-21|2016-12-21
1750401|Hopkins|Nacatoch|5.625|0|316|2016-12-21|2016-12-21
1750402|Hopkins|Nacatoch|5.625|0|480|2016-12-21|2016-12-21
1750501|Hopkins|Nacatoch|5.625|0|370|2016-12-21|2016-12-21
1756417|Titus|Carrizo-Wilcox|7|0|300|2017-04-19|2017-04-19
1761301|Hopkins|Carrizo-Wilcox|40|0|47|2016-12-21|2016-12-21
1761401|Hopkins|Carrizo-Wilcox|6.75|0|260|2016-12-21|2016-12-21
1810703|Grayson|Trinity|10.75|0|1218|2017-03-28|2017-03-28
1811513|Grayson|Trinity|7.875|0|160|2016-09-20|2016-09-20
1811514|Grayson|Trinity|14.75|0|172|2016-09-20|2016-09-20
1811801|Grayson|Woodbine|6.625|0|375|2016-11-22|2016-11-22
1817401|Cooke|Woodbine|6.25|0|235|2016-11-22|2016-11-22
1817402|Cooke|Trinity|14.5|0|1400|2016-09-20|2016-09-20
1817908|Grayson|Woodbine|15|0|1522|2016-11-22|2016-11-22
1818501|Grayson|Trinity|18.5|0|1670|2016-09-20|2016-09-20
1822801|Fannin|Woodbine|8|0|179|2016-11-22|2016-11-22
1825301|Grayson|Woodbine|15|0|280|2016-11-22|2016-11-22
1826401|Grayson|Woodbine|26|0|355|2017-01-12|2017-01-12
1828708|Grayson|Woodbine|17.5|0|1168|2016-09-20|2016-09-20
1828708|Grayson|Woodbine|16|1168|1310|2016-09-20|2016-09-20
1828708|Grayson|Woodbine|8.5|1310|1322|2016-09-20|2016-09-20
1828901|Grayson|Woodbine|15|0|1520|2016-11-22|2016-11-22
1829906|Grayson|Woodbine|14.75|0|1400|2016-09-20|2016-09-20
1832601|Fannin|Woodbine|12.25|0|1634|2016-09-20|2016-09-20
1832601|Fannin|Woodbine|16|1634|1748|2016-09-20|2016-09-20
1833305|Grayson|Trinity|14.75|0|1310|2016-09-20|2016-09-20
1833305|Grayson|Trinity|18|1310|1490|2016-09-20|2016-09-20
1833707|Denton|Trinity|12.25|0|1460|2016-09-20|2016-09-20
1834704|Denton|Trinity|8.5|0|1137|2016-09-20|2016-09-20
1835301|Grayson|Trinity|14.75|0|2336|2016-09-20|2016-09-20
1835301|Grayson|Trinity|15|2336|2474|2016-09-20|2016-09-20
1835603|Grayson|Trinity|14.75|0|1900|2017-03-27|2017-03-27
1835603|Grayson|Trinity|16|1900|2600|2017-03-27|2017-04-03
1836402|Grayson|Trinity|15|0|1990|2016-09-20|2016-09-20
1836402|Grayson|Trinity|18|1990|2295|2016-09-20|2016-09-20
1836402|Grayson|Trinity|12.25|2295|2399|2016-09-20|2016-09-20
1837604|Fannin|Woodbine|14.75|0|1492|2016-09-20|2016-09-20
1837604|Fannin|Woodbine|16|1492|1668|2016-09-20|2016-09-20
1837701|Collin|Woodbine|18|0|30|2016-09-20|2016-09-20
1837701|Collin|Woodbine|12.25|30|1601|2016-09-20|2016-09-20
1839501|Fannin|Woodbine|8.625|0|1427|2016-11-21|2016-11-21
1839501|Fannin|Woodbine|4.5|1427|1525|2016-11-21|2016-11-21
1839501|Fannin|Woodbine|14|1525|1595|2016-11-21|2016-11-21
1841208|Denton|Trinity|22|0|270|2016-09-20|2016-09-20
1841408|Denton|Trinity|20|0|30|2016-09-20|2016-09-20
1841408|Denton|Trinity|12.25|30|1358|2016-09-20|2016-09-20
1841408|Denton|Trinity|14|1358|1450|2016-09-20|2016-09-20
1841503|Denton|Trinity|17.75|0|1630|2016-09-20|2016-09-20
1841707|Denton|Trinity|11|0|1525|2017-04-03|2017-04-03
1843601|Collin|Woodbine|14.75|0|978|2016-09-21|2016-09-21
1843601|Collin|Woodbine|14|978|1091|2016-09-21|2016-09-21
1843601|Collin|Woodbine|8.5|1091|1538|2016-09-21|2016-09-21
1843701|Collin|Trinity|12.25|0|2550|2016-09-21|2016-09-21
1843701|Collin|Trinity|14|2550|2695|2016-09-21|2016-09-21
1843701|Collin|Trinity|12|2695|2728|2016-09-21|2016-09-21
1844205|Collin|Woodbine|14.75|0|1500|2016-09-21|2016-09-21
1844207|Collin|Trinity|16|0|2525|2016-09-21|2016-09-21
1845901|Collin|Woodbine|14.75|0|1924|2016-09-21|2016-09-21
1845901|Collin|Woodbine|9.875|1924|2036|2016-09-21|2016-09-21
1846201|Fannin|Woodbine|12.25|0|1595|2016-09-21|2016-09-21
1846201|Fannin|Woodbine|14|1595|1735|2016-09-21|2016-09-21
1846201|Fannin|Woodbine|12.25|1735|1760|2016-09-21|2016-09-21
1846701|Collin|Woodbine|14.75|0|1852|2016-09-21|2016-09-21
1846701|Collin|Woodbine|9.875|1852|2008|2016-09-21|2016-09-21
1848402|Hunt|Woodbine|9|0|2388|2016-12-21|2016-12-21
1849604|Denton|Woodbine|12.25|0|968|2016-10-04|2016-10-04
1849604|Denton|Woodbine|14|968|1204|2016-10-04|2016-10-04
1849604|Denton|Woodbine|12.25|1204|1300|2016-10-04|2016-10-04
1849605|Denton|Trinity|16.25|0|1360|2016-10-04|2016-10-04
1849606|Denton|Trinity|16|0|1522|2016-10-04|2016-10-04
1849712|Denton|Trinity|17.5|0|1140|2016-10-04|2016-10-04
1849713|Denton|Trinity|14.75|0|894|2016-10-04|2016-10-04
1849713|Denton|Trinity|17|894|1215|2016-10-04|2016-10-04
1849713|Denton|Trinity|7.875|1215|1238|2016-10-04|2016-10-04
1849717|Denton|Trinity|12.25|0|1120|2016-10-04|2016-10-04
1850108|Denton|Trinity|18.625|0|2232|2016-10-04|2016-10-04
1850902|Collin|Trinity|12.25|0|1610|2017-01-04|2017-01-04
1850902|Collin|Trinity|7.875|1610|1900|2017-01-04|2017-01-04
1851702|Collin|Trinity|18.75|0|2839|2016-11-22|2016-11-22
1851702|Collin|Trinity|12.25|2839|3105|2016-11-22|2016-11-22
1852302|Collin|Woodbine|16.75|0|1672|2016-10-04|2016-10-04
1852302|Collin|Woodbine|10|1672|1784|2016-10-04|2016-10-04
1857306|Denton|Trinity|12.25|0|1070|2016-10-04|2016-10-04
1857306|Denton|Trinity|14|1070|1315|2016-10-04|2016-10-04
1858104|Denton|Trinity|36|0|55|2016-10-04|2016-10-04
1858104|Denton|Trinity|24|55|2189|2016-10-04|2016-10-04
1858104|Denton|Trinity|26|2189|2432|2016-10-04|2016-10-04
1909611|Montague|Cross Timbers|14.75|0|485|2016-10-04|2016-10-04
1909611|Montague|Cross Timbers|8.5|485|520|2016-10-04|2016-10-04
1912605|Montague|Trinity|8.5|0|148|2016-11-21|2016-11-21
1915701|Cooke|Trinity|8.5|0|348|2016-11-22|2016-11-22
1918802|Montague|Cross Timbers|7|0|350|2017-03-10|2017-03-10
1920202|Montague|Trinity|7.5|0|80|2017-03-10|2017-03-10
1920203|Montague|Trinity|7.875|0|400|2017-03-10|2017-03-10
1920401|Montague|Trinity|7.875|0|320|2017-03-10|2017-03-10
1920503|Montague|Trinity|7.875|0|200|2017-03-10|2017-03-10
1925204|Montague|Other|7.25|0|180|2016-09-26|2016-09-26
1926110|Montague|Cross Timbers|7.875|0|400|2017-03-10|2017-03-10
1926111|Montague|Cross Timbers|7.875|0|400|2017-03-10|2017-03-10
1926112|Montague|Trinity|6.75|0|405|2017-03-10|2017-03-10
1927302|Montague|Trinity|7.5|0|200|2017-03-10|2017-03-10
1927602|Montague|Trinity|7.25|0|160|2017-03-10|2017-03-10
1927703|Montague|Trinity|8|0|360|2017-03-10|2017-03-10
1928301|Montague|Trinity|7.5|0|200|2017-03-10|2017-03-10
1928804|Montague|Trinity|7|0|250|2016-11-22|2016-11-22
1932302|Cooke|Trinity|9.875|0|1301|2016-11-22|2016-11-22
1951901|Wise|Trinity|6.75|0|61|2017-04-03|2017-04-03
1954209|Denton|Trinity|12.25|0|1025|2017-05-03|2017-05-03
1958103|Wise|Trinity|7|0|115|2017-04-03|2017-04-03
1961408|Wise|Trinity|15|0|30|2017-03-29|2017-03-29
1961408|Wise|Trinity|12.25|30|580|2017-03-29|2017-03-29
2064811|Jack|Cross Timbers|8|0|160|2017-03-22|2017-03-22
2135748|Haskell|Seymour|9|0|59|2016-12-20|2016-12-20
2141436|Stonewall|Seymour|11|0|32|2016-12-20|2016-12-20
2201915|Motley|Dockum|25|0|156|2016-12-19|2016-12-19
2217102|Dickens|Ogallala|12.25|0|421|2016-12-20|2016-12-20
2225422|Dickens|Other|16|0|105|2016-12-20|2016-12-20
2226108|Dickens|Other|15|0|70|2016-12-20|2016-12-20
2264601|Stonewall|Other|8.75|0|52|2016-12-20|2016-12-20
2331201|Crosby|Ogallala|24|0|490|2016-09-01|2016-09-01
2364903|Kent|Dockum|8.75|0|133|2017-05-03|2017-05-03
2364904|Kent|Dockum|8.75|0|132|2017-05-03|2017-05-03
2364905|Kent|Dockum|8.75|0|116|2017-05-03|2017-05-03
2419303|Cochran|Ogallala|16|0|268|2017-02-22|2017-02-22
2419304|Cochran|Ogallala|7|0|195.80000000000001|2017-02-22|2017-02-22
2419903|Cochran|Ogallala|6|0|169|2017-02-21|2017-02-21
2428401|Cochran|Ogallala|18|0|283|2017-02-21|2017-02-21
2438403|Hockley|Ogallala|14|0|202|2017-02-21|2017-02-21
2452803|Terry|Ogallala|14|0|171|2017-05-25|2017-05-25
2454203|Terry|Edwards-Trinity (High Plains)|8|0|130|2017-04-11|2017-04-11
2455704|Terry|Edwards-Trinity (High Plains)|12|0|315|2017-04-11|2017-04-11
2460904|Terry|Ogallala|16.75|0|303|2016-09-02|2016-09-02
2463206|Terry|Edwards-Trinity (High Plains)|14|0|98|2017-04-11|2017-04-11
2564604|Yoakum|Ogallala/Edwards-Trinity (High Plains)|15|0|238|2017-03-17|2017-03-17
2708505|Dawson|Ogallala|16|0|110|2016-09-06|2016-09-06
2710308|Gaines|Ogallala|16|0|201|2016-09-06|2016-09-06
2716202|Dawson|Ogallala|15|0|240|2016-09-06|2016-09-06
2716802|Dawson|Ogallala|15|0|210|2016-09-07|2016-09-07
2716803|Dawson|Ogallala|15|0|200|2016-09-07|2016-09-07
2723404|Gaines|Ogallala|15|0|134|2016-08-18|2016-08-18
2729403|Gaines|Unassigned|14|0|125|2016-09-15|2016-09-15
2761804|Ector|Edwards-Trinity Plateau|7.875|0|130|2018-03-22|2018-03-22
2763901|Midland|Ogallala|7.875|0|90|2018-03-26|2018-03-26
2764602|Midland|Ogallala|8.75|0|140|2016-07-27|2016-07-27
2764802|Midland|Ogallala|8|0|68|2018-03-26|2018-03-26
2809817|Dawson|Ogallala|17|0|196|2016-09-07|2016-09-07
2813901|Borden|Dockum|11|0|470|2018-03-13|2018-03-13
2813902|Borden|Dockum|13.375|0|40|2018-03-13|2018-03-13
2813902|Borden|Dockum|11|0|470|2018-03-13|2018-03-13
2817121|Dawson|Ogallala|9|0|145|2016-09-07|2016-09-07
2817209|Dawson|Ogallala|8|0|190|2016-09-07|2016-09-07
2825406|Dawson|Ogallala|10|0|271|2016-09-07|2016-09-07
2825506|Dawson|Ogallala|16|0|253|2016-09-08|2016-09-08
2827507|Dawson|Ogallala|12|0|160|2016-09-08|2016-09-08
2831401|Borden|Dockum|12.25|0|482|2018-03-13|2018-03-13
2835812|Howard|Ogallala|7|0|56|2016-09-09|2016-09-09
2835911|Howard|Ogallala|8.75|0|70|2016-09-09|2016-09-09
